our_company_id,store_name,sl_merchant_name,domain,city,state,sl_country,sl_location,icp_tier,has_email_already,num_phones,primary_phone,additional_phones
ab68c572-fb53-440f-bdcd-d73b0e5b487f,1633 Vintage,1633 Vintage,1633vintage.com,Columbia,South Carolina,US,"Columbia, SC, USA",,yes,0,,
2a390741-9ee5-4195-b621-f89c595987df,16Sixteen,16Sixteen,16sixteen.com,Baltimore,Maryland,US,"Baltimore, MD, USA",,yes,0,,
b502339b-6a53-46d6-b8f3-4375fc7e55aa,1720 Drop Shop,1720 Drop Shop,1720dropshop.com,Brentwood,California,US,"Brentwood, CA 94513, USA",,yes,0,,
7c544f38-ee56-4919-9b9e-597c766f3200,1842 Boutique,,1842boutique.com,Whitesburg,Kentucky,,,,yes,0,,
9be3d69d-3170-42a9-a707-6b0e81f76a3b,1919 Vintage,1919 Vintage,1919-vintage.myshopify.com,Milwaukee,Wisconsin,US,"Milwaukee, WI, USA",,yes,0,,
794e8a36-53b9-4f1e-b730-eec5906b795d,1929 Galore,1929 Galore,1929galore.com,Los Angeles,California,US,"Studio City, Los Angeles, CA, USA",,yes,0,,
60802b22-f097-42b9-a5ff-4c54382d56d3,1979 LA,1979 LA,1979la.com,Los Angeles,California,US,"Los Angeles, CA, USA",,yes,0,,
1ce2dd54-9685-4d0c-9250-1b20d26009ca,1984vintage llc,1984vintage llc,1984horror.com,San Fernando,California,US,"San Fernando, CA, USA",,no,1,(818) 298-0209,
f5c3033c-bd56-43b5-8c92-d70284769602,1985 Boutique,1985 Boutique,1985enterprise.com,San Angelo,Texas,US,"San Angelo, TX, USA",,yes,0,,
031b3837-e64c-4a32-9ffe-b4e74acf23bb,1985 the VAULT Boutique,1985 the VAULT Boutique,1985thevault.com,Prosper,Texas,US,"Prosper, TX, USA",,yes,1,405-532-3492,
3388f015-87c0-4e5b-ba09-5dbc13686acc,1990\retro,1990\retro,1990retro.com,New York,New York,US,"New York, NY, USA",,yes,1,+1 (855) 817-3876,
f319183f-bbbc-49dd-ba9f-cd820a1b1e35,19jacks,,19jacks.com,Fort Lauderdale,Florida,,,,yes,0,,
b163addd-d108-4f86-9dfe-af7586ab21fa,1K Babes,1K Babes,1kbabes.com,Hobbs,New Mexico,US,"Hobbs, NM, USA",,yes,0,,
8c0f3ba4-fdd3-441f-b492-d62255c08476,1ndividual Aesthetic,1ndividual Aesthetic,1ndividual.com,New Castle,Delaware,US,"New Castle, DE 19720, USA",,yes,0,,
46a45743-c6c6-449d-87b9-726b04554459,1st Class Lady Boutique,,sizebeautiful.com,Bellflower,California,,,,yes,1,+1 833-952-6546,
8f83921c-1b62-456c-8e18-29d54381d57e,1st Miracle,1st Miracle,1stmiracleboutique.com,Eagle,Idaho,US,"Eagle, ID, USA",,yes,1,208-921-0956,
50d1707a-87e2-45eb-becd-e5a59b932c66,"1st and 44, LLC","1st and 44, LLC",1stand44.com,Selden,New York,US,"Selden, NY, USA",,yes,1,1.877.555.9300,
30273b0a-8b8a-428b-be2a-8e269c998d41,1stopbarbieshop,1stopbarbieshop,1stopbarbieshop.com,Flagstaff,Arizona,US,"Flagstaff, AZ, USA",,yes,0,,
1fe2d64c-ab6d-43aa-8928-5cb7d418b875,1twmpi-sk.myshopify.com,1twmpi-sk.myshopify.com,1twmpi-sk.myshopify.com,Dover,Delaware,US,"Dover, DE, USA",,yes,0,,
1025dfe1-f0fd-4d3e-b358-5833901bde42,2 BeLoved Boutique,,shopwithbeloved.com,Maryville,Illinois,,,,yes,0,,
59d7b6ff-acc4-444e-bde9-02067cdc682d,2 Beatz Boutique,2 Beatz Boutique,2beatzboutique.com,Wichita,Kansas,US,"Wichita, KS, USA",,yes,1,(316) 992-1508,
06153b03-8ff9-47fc-ac81-ed85b5ac736b,2 Harts Boutique,2 Harts Boutique,2hartsboutique.com,Grimes,Iowa,US,"Grimes, IA, USA",,yes,0,,
280d41b0-1efe-4344-a574-4b97d7a8d37b,2 Pretty Boutique,2 Pretty Boutique,shop2pretty.com,Grand Rapids,Michigan,US,"Grand Rapids, MI, USA",,no,0,,
1afc0ce6-f1f3-474d-af3c-6b9026ef14c4,2 Sexy Boutique,2 Sexy Boutique,2sexyboutique.com,Dallas,Texas,US,"Dallas, TX, USA",,yes,0,,
a3ddf581-425a-40f6-81c0-0ddb46783c3b,2 the Moon Boutique,,2themoonboutique.com,Yukon,Oklahoma,,,,no,1,+1 405-981-7639,
b09b592c-fb5f-48b3-b9d9-177692bcec7b,213 on Main,213 on Main,213onmain.com,Dallas,Georgia,US,"Dallas, GA, USA",,yes,0,,
d5395b69-e104-43c0-925a-fe180d678039,21Waves,21Waves,21waves.org,Goleta,California,US,"Goleta, CA, USA",,yes,0,,
2dc8afbc-e44f-42f3-9162-a48be6e947df,22nd Ave – 22ndAve,,22ndave.com,Middletown,Delaware,,,,no,0,,
a2493b90-af6a-4826-b87b-d214fcf9102b,23 Skidoo Vintage & Retro,23 Skidoo Vintage & Retro,23-skidoo-vintage-retro.myshopify.com,Campbell,California,US,"Campbell, CA, USA",,yes,0,,
1229571d-92a2-4cda-8809-cc443914b675,2313 Glitter Ave Boutique,2313 Glitter Ave Boutique,2313glitterave.com,Fayetteville,North Carolina,US,"Fayetteville, NC, USA",,yes,0,,
4227b957-b98d-4c74-be25-729cdc5900d5,234 Boutique,234 Boutique,234boutique.com,Birmingham,Alabama,US,"Birmingham, AL, USA",,yes,0,,
2204153c-f080-45a2-8da3-aaa4af6771a9,23carat,23carat,23carat.com,Calabasas,California,US,"Calabasas, CA, USA",,yes,0,,
cc11893a-2da4-440b-a8bc-723e23f3d9db,24 Wishes Vintage Jewelry,24 Wishes Vintage Jewelry,24wishes.com,Elm Grove,Wisconsin,US,"Elm Grove, WI 53122, USA",,yes,0,,
33117dbe-89ba-44c9-9b88-a2ad64e72448,25 Dials,25 Dials,25dials.com,Columbus,Ohio,US,"Columbus, OH, USA",,yes,2,6147539399,+1 (614)-377-7216
2065a123-eee7-484f-b990-7747584947f4,258pm salon,258pm salon,258pmsalon.com,New York,New York,US,"New York, NY, USA",,yes,0,,
b18c101b-4bf0-4946-97cc-b72d00a7c23a,25Willow,25Willow,25willow.com,Boston,Massachusetts,US,"Boston, MA, USA",,yes,0,,
a20c8c8d-da73-4490-b595-d76ef465e939,260 Broadway Boutique,260 Broadway Boutique,260broadwayboutique.com,Inola,Oklahoma,US,"Inola, OK, USA",,yes,0,,
7d9d547e-3812-4e82-8465-422d9ee69858,260 Sample Sale,260 Sample Sale,260samplesale.com,New York,Active,US,"New York, NY, USA",,yes,0,,
5343c216-cf61-4752-abf4-e4da9772725e,27 West,27 West,shop27west.com,Puyallup,Washington,US,"Puyallup, WA, USA",,yes,1,(253) 831-8722,
4874a7cd-cdf4-4139-a74d-5597e69a097e,29 And Under Boutique,,29andunderboutique.com,Atlanta,Georgia,,,,yes,1,+1 678-398-9680,
bf11db4a-a738-4e56-93bc-16f1498bdbc0,2B1 Boutique,2B1 Boutique,2b1boutique.com,Kearny,New Jersey,US,"Kearny, NJ, USA",,yes,0,,
0e599ca0-eec1-47fa-8a00-04c9fae1ea94,2BG Boutique,,2brokegirlsboutique.com,Spearfish,South Dakota,,,,yes,1,+1 605-717-6854,
21a074fc-86f2-4673-90df-c58ecb3d1b12,2D's Beauty Boutique & Salon,2D's Beauty Boutique & Salon,2dsbeautyspot.com,Saint Charles,Missouri,US,"St Charles, MO, USA",,yes,1,636-395-7326,
1edc902e-d00d-4bed-b0cd-1b7efea4139c,2Earthymamas,2Earthymamas,2earthymamas.com,Danville,Virginia,US,"Danville, VA, USA",,yes,1,(434) 425-1480,
8d3b8e70-d22d-4638-bb79-43bb348cb3ba,2Piece Boutique,,2pieceboutique.com,Visalia,California,,,,no,1,+1 559-325-4154,
5149ff8e-a438-44a7-a130-814b761a5df9,2Ps Studios,2Ps Studios,shop2psstudios.com,Wright-Patterson Air Force Base,Ohio,US,"Wright-Patterson AFB, OH, USA",,yes,1,937-203-8116,
8fc0ab1a-6db1-41ef-8035-79340d20dbac,2Shades Boutique,2Shades Boutique,2shadesboutique.com,Battle Ground,Washington,US,"Battle Ground, WA, USA",,yes,1,+1 360-991-1949,
29df09a7-0c50-40a7-8f5c-9b57d0d7836a,2Wild Blue Boutique,2Wild Blue Boutique,2wildblueboutique.com,Marietta,Oklahoma,US,"Marietta, OK 73448, USA",,yes,0,,
4c005953-c5c7-4a22-98ef-a2d545acf3c8,2good2bethrough.myshopify.com,2good2bethrough.myshopify.com,2good2bethrough.myshopify.com,Barrington,Illinois,US,"Barrington, IL 60010, USA",,no,0,,
157a6811-0798-4b79-a785-c605897a4741,2nd Chance Trinkets,2nd Chance Trinkets,2ndchancetrinkets.com,Tustin,California,US,"Tustin, CA, USA",,yes,1,714-622-0002,
30ed5bdb-16bc-4aa2-bb82-ef002d82e3b7,2nd Win,2nd Win,2ndwinshop.com,Melbourne,Florida,US,"Melbourne, FL, USA",,no,0,,
ca146f95-486f-4c74-ab86-57a05e611626,2ndhandroseneedham.com,2ndhandroseneedham.com,2ndhandroseneedham.com,Needham,Massachusetts,US,"Needham, MA, USA",,yes,2,781-400-1495,617.543.1550
25f09387-0799-46d5-abba-aa79e72e4f08,3 Daughters Boutique,3 Daughters Boutique,3daughtersboutique.com,Lincoln,Nebraska,US,"Lincoln, NE, USA",,no,1,531.289.1411,
001932e0-9bbc-4a1e-b2cd-6f0b4753d7f6,3 Graces of Gold,3 Graces of Gold,3gracesofgold.com,Spring,Texas,US,"Spring, TX 77373, USA",,yes,0,,
df60d19e-5d8e-4b93-a21e-1d7571f027ad,3 Layers of Style,3 Layers of Style,3-layers-of-style.myshopify.com,Irving,Texas,US,"Irving, TX, USA",,yes,1,682-249-2150,
d6129f76-e6b2-41e4-b068-3e57221c1822,3 Sisters Archive,3 Sisters Archive,3-sisters-archive.myshopify.com,,New York,US,"Brooklyn, NY, USA",,yes,0,,
f471769e-5a70-43ee-8397-2d5f69a6eb1f,3 jems boutique,,3jemsboutique.com,Kannapolis,North Carolina,,,,yes,1,+1 704-932-0099,
78965d3b-f1c0-4391-8432-966432995a48,305 Gems,305 Gems,305gems.com,Lauderdale Lakes,Florida,US,"Lauderdale Lakes, FL, USA",,yes,0,,
45cb6bf5-823f-4111-8428-147449d40f99,306 Forbes Boutique,306 Forbes Boutique,306forbesboutique.com,Pittsburgh,Pennsylvania,US,"Pittsburgh, PA, USA",,yes,1,(412) 338-2222,
5ac3d926-da3f-4bec-983e-e7c9b0fe99c5,31:25 Boutique,,3125boutique.shop,Knoxville,Tennessee,,,,yes,0,,
0da367c6-08fb-4b49-ae19-9f192d37329a,343 Main Boutique,343 Main Boutique,shop343main.com,Pennsburg,Pennsylvania,US,"Pennsburg, PA 18073, USA",,no,0,,
e40fca72-73d7-4ec2-9b7f-f02264290b0b,34th Avenue,34thavenue.com,34thavenue.com,Pine Bluff,Arkansas,US,"Pine Bluff, AR, USA",,yes,0,,
56c9e7c3-840d-4ed4-9c1d-cb99b2be853d,351 Boutique,351 Boutique,351boutique.com,Jacksonville,Florida,US,"Jacksonville, FL, USA",,yes,0,,
47489adf-a1be-47df-8c4c-908a513536af,360 Soles,360 Soles,360soles.com,Oakland charter Township,Michigan,US,"Oakland Charter Township, MI, USA",,no,0,,
3d43771a-ed78-4490-b991-12d0d1967202,37 ASH,37 ASH,37ash.com,Eden,Maryland,US,"Eden, MD, USA",,yes,0,,
f48c3d60-d400-4c9c-bc82-58891c5a252e,39 Mine Boutique,39 Mine Boutique,39mine.com,Flemington,New Jersey,US,"Flemington, NJ 08822, USA",,no,0,,
73e56dd8-46ab-4c9c-9da1-9e120b1add3d,3Boutique LLC,3Boutique LLC,3-boutique.com,Tyler,Texas,US,"Tyler, TX, USA",,yes,0,,
b3af71e1-86fd-46c9-8fb7-bd482356ed09,3NY,3NY,3nyconcept.com,New York,New York,US,"New York, NY, USA",,no,0,,
924efc5d-522b-48b9-8f61-c752a2e67ec7,3X – AffordablyChicBoutique,,affordablychic.com,Summerville,South Carolina,,,,yes,0,,
a1d57760-5e27-4d1f-8157-573c93409a37,3gmabq-e3.myshopify.com,3gmabq-e3.myshopify.com,3gmabq-e3.myshopify.com,Stanley,North Carolina,US,"Stanley, NC, USA",,yes,0,,
4e518da9-3997-40b8-be63-7739620aaba8,3rdskyjewels.com,3rdskyjewels.com,3rdskyjewels.com,South Pasadena,California,US,"South Pasadena, CA 91030, USA",,yes,1,+1 (323) 516-5787,
8abfa655-98d0-4866-b494-0c6d6f2ab809,4 Queen's Boutique,4 Queen's Boutique,shop4queensboutique.com,Theodore,Alabama,US,"Theodore, AL 36582, USA",,yes,3,251-404-6585,251-605-0860 | (251) 408-9102
64f8744a-b23c-4c4c-bc25-9686010daee7,4 Sassy Chics Boutique,4 Sassy Chics Boutique,4sassychicsboutique.com,San Antonio,Texas,US,"San Antonio, TX, USA",,yes,0,,
e091079d-e3cf-4783-a876-e7d6ee80555c,4 Seasons Boutique,4 Seasons Boutique,4seasonboutique.com,Orlando,Florida,US,"Orlando, FL, USA",,yes,0,,
8ca618f3-83b9-4866-8011-060cb39bc05f,4 Seasons Boutique,4 Seasons Boutique,fourseasonsboutique.shop,Kissimmee,Florida,US,"Kissimmee, FL, USA",,yes,0,,
46ac3eda-3ac3-4a96-b683-70b1008f9e2f,40 Oak Boutique,,shop40oak.com,Bernards,New Jersey,,,,no,1,+1 908-577-5060,
ef2cd74f-9465-4557-a1d6-ef200ab5ffea,402Graphicz,402Graphicz,402graphicz.com,Verdigre,Nebraska,US,"Verdigre, NE 68783, USA",,yes,0,,
921e04fc-c6d0-4c28-a623-59679e0bdf9e,40Fly Fashion,40Fly Fashion,shop40fly.com,Memphis,Tennessee,US,"Memphis, TN, USA",,yes,0,,
8b0c82c8-ee6f-45b6-ac8c-a922ec0c666f,4DRANCH,4DRANCH,4dranch.shop,Sandy,Oregon,US,"Sandy, OR, USA",,yes,0,,
c4b84f4a-cfd8-41c2-bf89-266d6efcdfc8,4ELEVYNBOUTIQUE,,4elevynboutique.com,Grayson,Georgia,,,,yes,0,,
14dd4e0b-a3e3-4dd6-8553-bb4578988161,4bunny,4bunny,4bunny.shop,Palm Harbor,Florida,US,"Palm Harbor, FL, USA",,yes,0,,
20f136e1-357e-4d12-83c3-c7ecb3de2203,4ocean,4ocean,www.4ocean.com,Boca Raton,Active,US,"Boca Raton, FL, USA",,yes,1,561-270-0650,
343af4df-0176-4eba-9fe8-677b28ec900c,4rnguds - Foreign Goods,4rnguds - Foreign Goods,4rnguds.com,,New York,US,"Bronx, NY, USA",,yes,0,,
a4399416-70bd-492d-9363-ead906a04965,4twenty-eight,,shop4twentyeight.com,Chesterfield,Virginia,,,,yes,0,,
8ebe2a5a-452c-4411-8188-00dcd5547cff,5 GRANDS BOUTIQUE,5 GRANDS BOUTIQUE,shop5grands.com,Warren,Ohio,US,"Warren, OH, USA",,yes,1,(330) 394-5000,
0fc47b19-25ba-49b6-9c20-d88345e97014,501 Flaire Boutique,501 Flaire Boutique,501flaire.com,Williamston,North Carolina,US,"Williamston, NC 27892, USA",,yes,1,252-799-1411,
ef637760-f43b-4d1c-936a-f4617a9ef70b,520 South Boutique,520 South Boutique,shop520south.com,Bolivia,North Carolina,US,"Bolivia, NC 28422, USA",,yes,0,,
a496c4d7-f69f-4c17-9601-d2e4d6db5829,555 Boutique,555 Boutique,555boutique.com,Lincoln,Nebraska,US,"Lincoln, NE, USA",,yes,0,,
c916bdf3-4fba-4b01-b945-8e6913e918a4,563Vintage,563Vintage,563vintage.com,Davenport,Iowa,US,"Davenport, IA, USA",,no,0,,
9021bd9b-9a74-4372-b9b1-1a133dcfc6b4,59 VINTAGE,,59eastfield.com,Palos Verdes Estates,California,,,,yes,0,,
7afaab3d-1abd-4596-91e4-589b5ea09ce6,5MV,5MV,5mv.com,La Crescenta-Montrose,California,US,"La Crescenta-Montrose, CA, USA",,yes,1,415-463-7411,
e82ef89f-2618-49e9-9444-4ee888629a4a,605-Thrift Heat,605-Thrift Heat,605thriftheat.com,Sioux Falls,South Dakota,US,"Sioux Falls, SD, USA",,yes,0,,
8ca60ca7-59c0-4b93-b961-c870d03b70ea,67jewelry,,67jewelry.com,Costa Mesa,California,,,,no,0,,
9f0a04f3-c5f3-4e31-9785-f14fbd8f9e59,6DollarShirts,6DollarShirts,www.6dollarshirts.com,Gainesville,Active,US,"Gainesville, FL, USA",,yes,0,,
2442e8f1-903b-4106-be75-79f69f2ba4ea,6th & Broadway,,sixthandbroadway.com,Alexandria,Minnesota,,,,yes,1,+1 320-219-7053:+1 320-763-3313,
3457fbdd-1a90-43b2-b670-3ad64e08445f,6thtribe,6thtribe,6thtribe.us,Frankfort,South Dakota,US,"Frankfort, SD 57440, USA",,yes,1,(323) 880-4117,
68058dec-bb86-4770-83f6-51e6226be386,7 DRAWERS,,7drawers.com,New York,New York,,,,yes,0,,
a1abc815-1012-4c7c-af09-7f796b0e08c5,701 Chic Boutique,701 Chic Boutique,701chic.com,Dickinson,North Dakota,US,"Dickinson, ND 58601, USA",,yes,0,,
9719affd-ab27-4b7a-bcf7-8ae35205e64c,717 Boutique,717 Boutique,717boutique.com,Covington,Louisiana,US,"Covington, LA, USA",,no,0,,
63e240db-42d5-4b96-b239-6e49f222202f,728 Chic Boutique,728 Chic Boutique,728boutique.com,Evansville,Indiana,US,"Evansville, IN, USA",,yes,2,812-293-1943,812-492-9087
44484fdb-6f06-420f-83c8-ea2eb8ee307e,777 charms,777 charms,777charms.com,Sheridan,Wyoming,US,"Sheridan, WY 82801, USA",,yes,0,,
4dfb55de-a05b-446f-bc3a-644112ca4769,7TH Trumpet Clothing,,7thtrumpetclothing.com,Beverly,New Jersey,,,,no,0,,
7219fbb0-0a8c-42fa-ad77-c5aa386564ef,7th & Flower Boutique,7th & Flower Boutique,7thandflower.com,Spartanburg,South Carolina,US,"Spartanburg, SC, USA",,yes,0,,
284e6084-ca43-408d-b612-9bac31481bb3,8 Ave Boutique,,8aveboutique.com,Bennington,Nebraska,,,,no,0,,
6b7cdfe2-f097-4f38-a941-cc93d2d99213,808 Infinity Boutique,808 Infinity Boutique,808infinityboutique.com,Hilo,Hawaii,US,"Hilo, HI 96720, USA",,yes,0,,
79f6dc6e-d03a-4772-9b3c-b8cf5302ce03,80s Shades,80s Shades,80sshades.com,Dover,Delaware,US,"Dover, DE, USA",,yes,0,,
37907dfd-24f8-4a5b-b81e-2819d8b854c8,812 Vintage,812 Vintage,812vintage.com,New Albany,Indiana,US,"New Albany, IN 47150, USA",,yes,1,(812) 727-3061,
0907e334-f56d-4b5e-8847-d215b9f7a6c2,828 Boutique,,828.boutique,San Antonio,Texas,,,,yes,0,,
0933db73-782e-48ae-a283-78caf1558eb3,85 Down South,85 Down South,85downsouth.com,Gay,Georgia,US,"Gay, GA 30218, USA",,yes,0,,
13c70b40-edcd-4c7d-b181-6374dfe8d8c4,85 Local,85 Local,85localaz.com,Peoria,Arizona,US,"Peoria, AZ, USA",,yes,2,480-407-7085,480-704-4085
7257137f-6b88-4ad7-9198-fe00f3a040cc,88 Star Jewels,88 Star Jewels,88starjewels.com,Lowell,Ohio,US,"Lowell, OH 45744, USA",,yes,0,,
b3da9216-f266-44c6-966a-5ccb70777287,89 Los Originals,89 Los Originals,89losoriginals.com,Jacksonville,Florida,US,"Jacksonville, FL, USA",,no,0,,
a02ed675-71a3-4b47-8984-63568997f0f1,898 Western Wear,898 Western Wear,898westernwear.com,Ector,Texas,US,"Ector, TX 75439, USA",,yes,0,,
6581546e-12cf-4383-be5f-bb65a6dfc21f,9 New York Shop,9 New York Shop,9newyorkshop.com,Cedarhurst,New York,US,"Cedarhurst, NY, USA",,yes,1,516-569-7900,
2daa6b76-e20a-401d-9722-63248a6f9c22,9 Rue Clementine,9 Rue Clementine,9rueclementine.com,Harwich,Massachusetts,US,"Harwich Port, Harwich, MA, USA",,yes,0,,
e44aecdd-c35a-44b0-9ed6-0561d4a4810d,9/10 Condition Sneaker Boutique,9/10 Condition Sneaker Boutique,910conditionsneakerboutique.com,Victoria,Texas,US,"Victoria, TX, USA",,no,0,,
d67c2197-d46c-4151-939a-5d21d7988029,925Collection,925Collection,925collection.com,Towson,Maryland,US,"Towson, MD, USA",,yes,0,,
6303a18a-307c-4182-991d-a597a6a067f6,92nintwo.myshopify.com,92nintwo.myshopify.com,92nintwo.myshopify.com,Orlando,Florida,US,"Orlando, FL, USA",,yes,1,+81 03-5428-4393,
6ec3e537-b63f-4313-85c2-1a73ed89043f,936 + Co,936 + Co,936andco.com,Garrison,Texas,US,"Garrison, TX 75946, USA",,yes,0,,
cbafe26e-c715-4c68-9e30-3ebdb1e08657,93tothesun,93tothesun,93tothesun.com,Jupiter,Florida,US,"Jupiter, FL, USA",,yes,0,,
99311c7a-a6b8-4038-89e2-397b5b72bc3a,94 Vintage,94 Vintage,94vintage.store,Fort Worth,Texas,US,"Fort Worth, TX, USA",,yes,0,,
b274f1dc-5cee-4c0c-851d-f55284dad411,954vtg,954vtg,954vtg.com,Winter Haven,Florida,US,"Winter Haven, FL, USA",,yes,0,,
8345a6c6-4435-4c30-a422-64633af117a6,973404-c5.myshopify.com,973404-c5.myshopify.com,973404-c5.myshopify.com,Sheridan,Wyoming,US,"Sheridan, WY 82801, USA",,yes,3,(307) 209-4968,(828) 888-0474 | (323) 900-5241
94012dc5-cf1b-40a7-b61d-bdb5f5effab0,9Lilas,9Lilas,9lilas.com,Pella,Iowa,US,"Pella, IA 50219, USA",,no,2,641-780-5531,(641) 200-0066
a9448574-6127-436d-b3cf-8dd601a8ada4,9Teen Boutique,9Teen Boutique,9teenboutique.com,Panama City Beach,Florida,US,"Panama City Beach, FL, USA",,yes,1,(850)-708-3180,
be802089-8229-4925-b006-2e22c7f2ed27,A B E L I N E,A B E L I N E,abeline.com,,New York,US,"Bronx, NY, USA",,yes,0,,
87e1312e-2fae-4dd4-94dc-b9836e1efd74,A Boutique WV,A Boutique WV,aboutiquewv.com,Logan,West Virginia,US,"Logan, WV 25601, USA",,no,1,304-752-2222,
be0fe79a-346c-44b4-a2a1-5ba54bfdec47,A Bushel & A Peck,A Bushel & A Peck,abushelandapeckmn.com,Rosemount,Minnesota,US,"Rosemount, MN 55068, USA",,yes,1,+1 (651) 423-9529,
51033cd2-6c6c-457b-8a88-ae1faf42e6cc,A Curated Thrift,A Curated Thrift,acuratedthriftshop.myshopify.com,Clearwater,Florida,US,"Clearwater, FL, USA",,yes,0,,
f0cf89ad-4a82-4f18-991d-767d744ab41b,A Diamond in the North,A Diamond in the North,adiamondinthenorth.com,Minocqua,Wisconsin,US,"Minocqua, WI 54548, USA",,yes,0,,
734c0235-7bdd-4c2f-8f94-e36e92d83022,A Elizabeth,A Elizabeth,aelizabethofficial.com,Country Club Hills,Illinois,US,"Country Club Hills, IL 60478, USA",,yes,0,,
7fb85d83-3702-403e-b23d-0f9babf27fcc,A Farm Chick's Closet,A Farm Chick's Closet,afarmchickscloset.com,Baldwin,Wisconsin,US,"Baldwin, WI 54002, USA",,yes,0,,
b8ccd6b5-eeb6-4b07-8ef7-59d632b4413c,A Finishing Touch Jewelry,,afinishingtouchjewelry.com,Duluth,Georgia,,,,yes,0,,
2c948edb-ba5b-4b59-86a5-ebe3170d721c,A Flair Boutique,A Flair Boutique,aflairboutique.com,Sheridan,Wyoming,US,"Sheridan, WY 82801, USA",,yes,1,+1 765 663 8805,
13952c66-d66c-4a35-9cc1-23550887d8fc,A January Love Boutique,A January Love Boutique,ajanuarylove.com,Dunwoody,Georgia,US,"Dunwoody, GA, USA",,yes,1,470-299-3904,
854e7c87-bcde-4462-87f1-0468dcb582ca,A La Mode,A La Mode,ilovealamode.com,Sioux City,Iowa,US,"Sioux City, IA, USA",,yes,1,712-274-5977,
2814a010-531a-457e-aeb9-93fbd242fbeb,A Little Bird Boutique,,alittlebirdboutique.com,Grove Hill,Alabama,,,,yes,1,+1 251-275-3776:+1 251-275-3886,
cd035a9f-3df9-43d7-93d9-1fd3ee2620ff,A Little Bit Xtra Boutique,A Little Bit Xtra Boutique,alittlebitxtraboutique.com,Hurdland,Missouri,US,"Hurdland, MO 63547, USA",,yes,0,,
f170883d-de4c-4f96-8ed6-59d79c6f9108,A Loud Culture,A Loud Culture,aloudculture.com,Victorville,California,US,"Victorville, CA, USA",,yes,0,,
6fdeecf9-229f-4d52-a5c8-31e4df1f64cc,A Lucky Girl,A Lucky Girl,aluckygirlvintage.com,Scottsdale,Arizona,US,"Scottsdale, AZ, USA",,yes,0,,
1357e88c-3ee7-4bd1-9704-bebd1279ffb5,A Lux Boutique,A Lux Boutique,aluxboutique.shop,Tupelo,Mississippi,US,"Tupelo, MS, USA",,yes,0,,
e9891454-0d6d-466a-80e1-fd65a65c403a,"A Mano: Luxury artisan footwear, handbags and jewelry",,shopamano.com,Seattle,Washington,,,,yes,1,+1 206-292-1767,
29123229-592f-4de6-83b1-6ef499825b2c,A Martian’s Closet,A Martian’s Closet,amartianscloset.com,Fostoria,Ohio,US,"Fostoria, OH 44830, USA",,yes,0,,
12be7048-2fa4-4602-a2aa-dcfe210a51b1,A Moment In Time,A Moment In Time,amomentintime.store,Scottsdale,Arizona,US,"Scottsdale, AZ, USA",,yes,0,,
c6927c0a-9dad-4155-b138-faaffc68d100,A Moment of Zen,A Moment of Zen,amomentofzennj.com,Salem,New Jersey,US,"Salem, NJ, USA",,no,2,(856) 935-1390,(856) 925-1390
